name,ra,decl,spt,sptnum,plx,plx_err,pmra,pmdec,pmtot,radvel,radvel_err,GAIA_G,GAIA_Ge,GAIA_B,GAIA_Be,GAIA_R,GAIA_Re,2MASS_J,2MASS_Je,2MASS_H,2MASS_He,2MASS_KS,2MASS_KSe,SDSS_G,SDSS_R,SDSS_I,SDSS_Z,PANSTARRS_Ge,PANSTARRS_Re,PANSTARRS_Ie,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,WISE_W3,WISE_W3e,WISE_W4,WISE_W4e,MKO_Y,MKO_Ye,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_R,PANSTARRS_I,PANSTARRS_Z,PANSTARRS_Y
PSO J088.3324-24.4439,88.3323,-24.4438,L1:,11,,,8.3,-25.5,26.81678579,,,,,,,,,,,,,,,,,,,,,0.04,0.04,18.77,0.04,15.501,0.042,15.038,0.067,12.772,,9.08,,17.742,0.114,16.845,0.095,16.484,0.12,15.615,0.11,,,20.95999992,19.25999924,18.13600046
SDSS J104829.21+091937.8,162.122,9.3269,T2.5,22.5,,,-280,223.3,358.1380879,,,,,,,,,,,,,,,,,,,,,,0.05,18.77,0.18,15.315,0.04,14.318,0.052,11.829,,8.558,,17.575,0.025,16.452,0.017,15.966,0.022,15.933,0.029,,,,19.67999931,18.13600046
2MASS J12563961-2718455,194.165,-27.3126,L3.4 INT-G,13.4,,,-77.2,-66.3,101.7621246,,,,,,,,,16.416,0.128,15.374,0.093,14.709,0.093,,,,,,,0.07,0.03,18.77,0.02,14.128,0.027,13.737,0.035,12.238,,9.293,,,,,,,,,,,,20.91000069,19.22000023,18.13600046
WISEPA J164715.59+563208.2,251.8158,56.535,L9 pec (red),17,23.4,1.2,-171,234.6,290.3070099,,,,,,,,,16.911,0.18,15.259,0.087,14.611,0.087,,,,,,,0.02,0.03,18.77,0.03,13.612,0.024,13.093,0.024,12.094,0.125,9.65,,17.712,0.055,16.49,0.02,15.409,0.054,14.484,0.054,,,21.45999992,19.16000076,18.13600046
SDSS J172006.69+615537.7,260.028,61.9271,,13,,,-7.4,-107.2,107.4551069,,,,,,,,,,,,,,,,,,,,,0.04,0.04,18.77,0.04,15.328,0.029,15.177,0.046,13.799,,9.86,,,,,,,,,,,,20.82000053,19.19999977,18.13600046
2MASSI J0756252+124456,119.1054,12.7488,,16,,,-14.8,-68.6,70.17834424,,,,,,,,,16.659,0.139,15.758,0.115,14.73,0.115,,,,,,0.15,0.07,0.02,18.76,0.02,14.155,0.029,13.643,0.036,11.889,,8.627,,,,,,,,,,,22.77000031,21.51999939,19.35999962,18.12600023
2MASS J14412565+1856484,220.3568,18.9467,L1:,11,90.3,0.4,-54.6,-186.3,194.1361636,,,,,,,,,16.941,0.183,16.174,0.13,15.396,0.13,,,,,,,0.01,0.04,18.76,0.01,15.202,0.032,14.975,0.054,13.011,,9.316,,,,,,,,,,,,21.01999939,19.22000023,18.12600023
2MASS J15515237+0941148,237.9682,9.6875,L4: VL-G,14,45,3,-72.2,-63.5,96.15139105,,,,,,,,,16.319,0.111,15.114,0.058,14.31,0.058,,,,,,,0.03,0.04,18.76,0.03,13.607,0.024,13.127,0.029,12.029,,9.008,,17.571,0.123,16.224,0.111,15.186,0.058,14.263,0.058,,,20.90000046,19.24000069,18.12600023
PSO J323.1320+29.5308,323.1314,29.5303,T4.5,24.5,30,4,,,,,,,,,,,,,,,,,,,,,,,,,0.09,18.76,0.03,15.954,0.049,14.414,0.05,11.826,0.228,8.596,0.382,17.296,0.055,16.17,0.02,16.224,0.055,16.372,0.057,,,,19.99000069,18.12600023
2MASS J02292794-0053282,37.3665,-0.8912,L0: VL-G,10,,,19.7,-24.1,31.12715856,,,,,,,,,16.49,0.1,15.746,0.138,15.182,0.138,,,,,,,0.04,0.02,18.75,0.03,14.688,0.03,14.339,0.045,12.658,,8.858,,17.805,0.028,16.608,0.016,15.808,0.015,15.145,0.015,,,21.00999916,19.27999969,18.116
WISEPA J051317.28+060814.7,78.322,6.1386,T6.5,26.5,14.12,0.3,6.6,-441.8,441.8492956,,,,,,,,,16.21,0.06,16.13,0.08,16.05,0.11,,,,,,,,0.11,18.74,0.02,15.841,0.056,13.899,0.04,12.533,,9.04,,,,15.97,0.06,16.19,0.08,16.17,0.11,,,,19.81000038,18.10599977
PSO J186.5342+21.8364,186.5342,21.8365,M9,9,,,-24.2,-34.3,41.97773219,,,,,,,,,17.072,0.202,16.413,0.176,15.386,0.176,,,,,,,0.07,0.02,18.74,0.02,15.489,0.042,15.06,0.079,11.98,,8.961,,17.872,0.019,16.917,0.017,16.326,0.018,15.789,0.022,,,20.83000076,19.08000084,18.10599977
PSO J228.6775-29.7088,228.6774,-29.7088,L1:,11,,,-13.4,-28.9,31.85545479,,,,,,,,,16.792,0.185,15.952,0.165,15.309,0.165,,,,,,,0.08,0.05,18.74,0.03,14.82,0.033,14.222,0.049,11.834,,8.902,,17.721,0.072,16.72,0.049,16.18,0.049,15.368,0.071,,,21.31000031,19.33000084,18.10599977
USco J160714.79-232101.2,241.8116,-23.3504,L0,10,,,1.3,-16.1,16.1523992,,,,,,,,,16.749,0.183,15.656,0.147,15.134,0.147,,,,,,,0.07,0.01,18.74,0.02,14.464,0.033,13.812,0.041,11.932,,8.715,,17.677,0.009,16.561,0.007,15.807,0.016,15.059,0.014,,,21.18999947,19.26999947,18.10599977
WISEPA J190624.75+450808.2,286.6031,45.1362,T6,26,15.6,0.4,-25.4,-349.3,350.2222866,,,,,,,,,16.36,0.09,16.32,0.09,16.83,0.19,,,,,,,,0.09,18.74,0.04,16.033,0.045,13.815,0.033,12.876,0.469,9.543,,17.031,0.051,15.98,0.02,16.37,0.081,16.401,0.055,,,,20.03999992,18.10599977
WISEA J223343.53-133140.9,338.4305,-13.5281,T2 (blue),22,53,11,329.3,26.5,330.3645562,,,,,,,,,16.451,0.133,15.846,0.215,15.494,0.215,,,,,,,,0.04,18.74,0.04,15.433,0.043,14.246,0.049,12.051,,8.833,,,,16.29,0.02,,,,,,,,19.75999924,18.10599977
Hya10,64.3911,14.5043,,11,,,121,-18.4,122.3910127,,,,,,,,,16.54,0.131,15.431,0.125,14.837,0.125,,,,,,,,0.02,18.73,0.01,,,,,,,,,,,,,,,14.684,0.008,,,,19.21,18.09599954
PSO J078.9904+31.0171,78.9903,31.0172,L1.5 VL-G,11.5,,,12,-24.8,27.55068057,,,,,,,,,,,,,,,,,,,,0.17,0.05,0.03,18.73,0.03,14.689,0.035,14.002,0.046,12.051,,8.17,,17.668,0.056,16.668,0.025,15.963,0.028,15.297,0.027,,22.88999924,21.25999916,19.24000069,18.09599954
PSO J158.1597+05.2231,158.1603,5.2234,L2 (blue) FLD-G,12,,,-186.4,-114,218.497048,,,,,,,,,,,,,,,,,,,,,0.04,0.02,18.73,0.02,14.917,0.035,14.502,0.066,11.872,,8.834,,17.791,0.02,16.62,0.013,15.954,0.017,15.346,0.014,,,20.74000061,19.08000084,18.09599954
PSO J218.5616-27.8952,218.5619,-27.8952,L6,16,,,-84.8,-12.6,85.73097457,,,,,,,,,16.577,0.117,15.6,0.112,14.832,0.112,,,,,,,0.08,0.03,18.73,0.03,14.058,0.028,13.599,0.042,11.918,,9.012,0.404,17.684,0.061,16.32,0.031,15.43,0.02,14.589,0.059,,,21.14000023,19.17999931,18.09599954
SDSS J235835.45-000909.5,359.6478,-0.1526,,10,,,-112.6,-184.1,215.8044717,,,,,,,,,17.111,0.19,16.451,0.245,16.669,,,,,,,,0.04,0.02,18.73,0.02,,,,,,,,,17.943,0.027,17.131,0.02,16.713,0.039,16.208,0.035,,,20.72000015,19.00999924,18.09599954
PSO J062.3459+11.1794,62.3465,11.1797,T3.5,23.5,21.9,1.3,,,,,,,,,,,,16.481,0.101,15.665,0.148,15.74,0.148,,,,,,,,0.03,18.72,0.02,15.268,0.04,14.108,0.044,12.401,,8.956,,,,16.17,0.02,15.73,0.15,15.882,0.016,,,,19.91000076,18.08599931
PSO J087.7749-12.6537,87.7754,-12.6536,L8,18,28.6,2.4,-143,-50.1,151.5223086,,,,,,,,,16.631,0.13,15.693,0.131,14.705,0.131,,,,,,,0.04,0.02,18.72,0.02,13.855,0.027,13.347,0.031,12.325,0.38,9.073,,17.673,0.056,16.55,0.02,15.525,0.033,14.747,0.054,,,20.92999924,19.18999954,18.08599931
2MASSW J0850359+105716,132.6496,10.9544,L6.2 FLD-G,16,39.78,0.11,-144.1,-26.3,146.4803741,,,,,,,,,16.465,0.113,15.221,0.066,14.473,0.066,,,,,,,0.05,0.03,18.72,0.03,13.522,0.026,12.957,0.027,11.609,0.217,8.414,,17.38,0.03,16.2,0.03,15.21,0.03,14.35,0.03,,,21.42000092,19.17999931,18.08599931
SDSS J170219.44+385841.2,255.581,38.9781,,11,,,-45.1,23.6,50.90157168,,,,,,,,,16.888,0.176,15.953,0.136,15.166,0.136,,,,,,,0.03,0.03,18.72,0.04,15.275,0.034,15.06,0.059,12.322,,9.173,,,,,,,,,,,,20.75000084,19.05000015,18.08599931
PSO J304.7573-07.2350,304.7573,-7.2349,M9,9,,,-7.5,59.6,60.07004245,,,,,,,,,16.814,0.167,15.969,0.192,15.37,0.192,,,,,,,0.04,0.02,18.72,0.01,15.377,0.039,14.96,0.084,12.194,,8.805,0.483,17.828,0.034,16.769,0.034,16.237,0.03,15.698,0.062,,,21.00999916,19.09999939,18.08599931
SDSS J213240.36+102949.4,323.1681,10.497,L2.0 FLD-G,12,,,108.1,32.4,112.8510966,,,,,,,,,16.594,0.139,15.366,0.1,14.634,0.1,,,,,,,0.05,0.03,18.72,0.02,14.022,0.028,13.552,0.033,12.603,0.524,8.594,,17.866,0.149,16.521,0.139,15.461,0.1,14.603,0.1,,,20.83999908,19.15000053,18.08599931
SDSS J003524.44+144739.8,8.8518,14.7944,,10,,,133.5,-30.7,136.9844517,,,,,,,,,16.951,0.177,16.258,0.192,15.692,,,,,,,,0.06,0.03,18.71,0.04,15.171,0.04,14.914,0.075,12.001,,9.006,,17.764,0.03,16.728,0.021,16.012,0.025,15.47,0.023,,,20.81000031,19.07000061,18.07599908
WISEPA J020625.26+264023.6,31.6048,26.673,L8 (red),18,19.2,0.5,446.2,-32.9,447.4112761,,,,,,,,,16.53,0.114,15.096,0.076,14.523,0.076,,,,,,,,0.05,18.71,0.03,13.421,0.025,12.831,0.028,11.167,0.197,8.742,,17.6,0.125,16.417,0.114,15.161,0.076,14.499,0.076,,,,19.18999954,18.07599908
PSO J182.6569-26.6197,182.6573,-26.6197,L2,12,,,-97.4,-9.6,97.87195717,,,,,,,,,16.479,0.12,15.729,0.165,15.204,0.165,,,,,,,0.04,0.03,18.71,0.03,14.881,0.032,14.481,0.052,12.102,,8.774,,17.821,0.071,16.717,0.049,16.112,0.065,15.275,0.07,,,20.86999977,19.08000084,18.07599908
WISEA J130729.56-055815.4,196.8743,-5.9708,L8 (sl. blue),18,,,-356,-65.1,361.9033158,,,,,,,,,16.915,0.162,15.428,0.092,14.817,0.139,,,,,,,,0.03,18.71,0.03,14.064,0.027,13.611,0.035,11.974,,9.048,,17.961,0.17,16.836,0.162,15.509,0.092,14.802,0.139,,,,19.24000069,18.07599908
UScoCTIO 108b,241.4754,-18.3136,L3,9.5,144,5,-21.8,-29,36.28002205,,,,,,,,,,,,,,,,,,,,,0.07,0.03,18.71,0.09,,,,,,,,,,,,,15.814,0.016,15.067,0.012,,,21.18999947,19.11999985,18.07599908
PSO J357.8314+49.6330,357.8331,49.6335,T0 (blue),20,31,5,-347.9,-183.5,393.3276751,,,,,,,,,16.538,0.13,15.77,0.135,15.149,0.135,,,,,,,,0.05,18.71,0.03,14.897,0.032,14.315,0.042,12.878,,9.025,,17.672,0.028,16.478,0.022,15.911,0.036,15.501,0.037,,,,19.43999954,18.07599908
2MASS J00521232+0012172,13.0515,0.2049,L2: pec,14.5,,,-138.8,-176.1,224.2245526,,,,,,,,,16.361,0.108,15.561,0.157,15.457,0.157,,,,,,,0.09,0.03,18.7,0.04,14.666,0.033,14.349,0.064,11.458,,8.76,,17.874,0.025,16.537,0.015,15.808,0.012,15.214,0.014,,,21.09999931,19.27999969,18.06600076
2MASSI J0104075-005328,16.0315,-0.8913,L5.8:,15,,,472.3,-14,472.5074497,,,,,,,,,16.531,0.13,15.638,0.175,15.327,0.175,,,,,,,0.19,0.02,18.7,0.02,14.682,0.034,14.472,0.055,12.606,,8.905,,17.862,0.032,16.533,0.014,15.788,0.016,15.222,0.016,,,20.92999924,19.28999992,18.06600076
ULAS J013243.81+055232.2,23.1822,5.8755,L5,15,,,142.5,41,148.2809833,,,,,,,,,16.718,0.173,15.412,0.099,14.654,0.099,,,,,,,0.03,0.03,18.7,0.01,14.227,0.028,13.941,0.039,12.154,0.432,8.344,,17.764,0.024,16.414,0.013,15.481,0.011,14.75,0.01,,,20.93999947,19.25000092,18.06600076
WISE J062905.13+241804.9,97.2715,24.3022,T2,22,30.3,2.8,-16.7,-330.6,331.021525,,,,,,,,,16.335,0.134,15.467,0.15,15.131,0.15,,,,,,,,0.02,18.7,0.02,14.371,0.032,13.647,0.04,11.89,,8.752,,17.446,0.055,16.34,0.02,15.717,0.054,15.117,0.054,,,,19.36999985,18.06600076
SDSS J074149.15+235127.5,115.4549,23.8578,T5,25,18.9,1.4,-250.6,-171.7,303.7782909,,,,,,,,,,,,,,,,,,,,,,0.07,18.7,0.03,15.9,0.055,14.119,0.045,11.843,,8.343,,17.129,0.013,15.886,0.005,16.104,0.023,16.277,0.037,,,,20.09999939,18.06600076
PSO J167.1132+08.6331,167.114,8.6341,L8,18,,,-252.7,-326.9,413.1838574,,,,,,,,,16.581,0.158,15.5,0.156,15.033,0.156,,,,,,,,0.02,18.7,0.03,14.161,0.028,13.699,0.037,12.222,,8.594,,17.724,0.018,16.565,0.01,15.646,0.012,14.991,0.011,,,,19.19999977,18.06600076
WISE J222219.93+302601.4,335.5829,30.433,L9,19,36,4,28.1,223.6,225.3587584,,,,,,,,,16.552,0.108,15.598,0.144,15.176,0.144,,,,,,,,0.02,18.7,0.02,13.94,0.026,13.535,0.03,12.596,,8.645,,17.649,0.055,16.58,0.02,15.671,0.054,14.988,0.054,,,,19.33000084,18.06600076
2MASS J00132229-1143006,3.343,-11.7168,T3 pec,23,25,1.9,,,,,,,,,,,,16.349,0.095,15.682,0.216,15.69,0.216,,,,,,,,0.06,18.69,0.01,15.495,0.047,14.317,0.055,12.25,,9.035,,,,16.05,0.02,15.74,0.22,15.76,0.22,,,,19.89000031,18.05600053
WISE J054601.19-095947.5,86.505,-9.9965,T5,25,20,1.6,-1.5,-19,19.05911855,,,,,,,,,,,,,,,,,,,,,,0.07,18.69,0.02,15.901,0.053,13.907,0.037,12.418,,9.07,,17.039,0.055,15.98,0.02,16.241,0.055,16.428,0.057,,,,20.09999939,18.05600053
WISEA J095729.41+462413.5,149.3743,46.4048,L5 pec (red),15,,,-360.7,-372.3,518.3741699,,,,,,,,,16.248,0.113,15.373,0.088,14.447,0.088,,,,,,,0.03,0.04,18.69,0.02,13.7,0.025,13.425,0.03,12.34,0.397,8.989,,17.515,0.124,16.197,0.113,15.459,0.088,14.43,0.088,,,20.81000031,19.07000061,18.05600053
SDSS J151110.91+434036.3,227.7954,43.6769,L5.8,15.8,,,62.8,-190.1,200.2045204,,,,,,,,,16.604,0.154,15.469,0.126,14.703,0.126,,,,,,,0.09,0.03,18.69,0.03,13.957,0.025,13.606,0.029,13.085,,9.154,,17.825,0.162,16.524,0.154,15.556,0.126,14.685,0.126,,,21.07000053,19.16000076,18.05600053
ULAS J153128.47+073755.0,232.8686,7.6319,L4::,14,,,35.8,1.8,35.84522283,,,,,,,,,,,,,,,,,,,,,0.04,0.03,18.69,0.01,15.027,0.033,14.648,0.061,12.816,,8.907,,17.852,0.023,16.607,0.011,16.022,0.013,15.445,0.014,,,21.02999962,19.16999908,18.05600053
2MASS J16370238+2520386,249.26,25.3441,L4,14,,,-22.4,6.7,23.38054747,,,,,,,,,16.495,0.141,15.419,0.138,15.087,0.122,,,,,,,0.03,0.02,18.69,0.02,14.53,0.028,14.252,0.037,12.669,,8.969,,,,,,,,,,,,21.26999939,19.22000023,18.05600053
WISEA J205202.06-204313.0,313.0074,-20.72,L8 (sl. blue),18,,,375.7,-92.7,386.9674146,,,,,,,,,16.813,0.138,15.459,0.098,14.803,0.096,,,,,,,0.07,0.07,18.69,0.04,14.082,0.028,13.695,0.039,12.178,0.519,8.811,,,,,,,,,,,,21.26999939,19.17999931,18.05600053
2MASSI J0302012+135814,45.5051,13.9706,L2.7:,13,,,52.1,-62.1,81.06059462,,,,,,,,,16.533,0.118,15.434,0.081,14.632,0.081,,,,,,,0.03,0.02,18.68,0.02,14.211,0.027,13.836,0.036,11.932,,8.511,,17.771,0.129,16.482,0.118,15.519,0.081,14.601,0.081,,,20.74000061,19.07000061,18.04600031
PSO J101.8428+39.7462,101.8428,39.7463,M9.5,9.5,,,0.2,-14.8,14.80135129,,,,,,,,,,,,,,,,,,,,,0.03,0.01,18.68,0.03,15.241,0.037,14.889,0.074,11.853,,8.35,,17.741,0.061,16.835,0.032,16.204,0.041,15.608,0.02,,,20.88,19.18999954,18.04600031
PSO J135.7840+16.9932,135.784,16.9933,T0 pec,20,53,14,32.9,-33.1,46.66926183,,,,,,,,,16.488,0.11,15.783,0.186,15.485,0.186,,,,,,,0.1,0.03,18.68,0.03,14.526,0.033,14.013,0.043,12.18,,8.911,,17.64,0.05,16.405,0.021,15.798,0.022,15.262,0.018,,,21.72000015,19.28999992,18.04600031
PSO J146.0144+05.1319,146.0144,5.132,L1 FLD-G,11,,,20.1,-65.7,68.70589494,,,,,,,,,16.807,0.163,15.984,0.234,15.634,0.234,,,,,,,0.05,0.02,18.68,0.03,15.057,0.037,14.617,0.064,12.384,,8.964,,17.864,0.021,16.74,0.017,16.11,0.016,15.546,0.015,,,21.02999962,19.11999985,18.04600031
2MASS J12162161+4456340,184.0901,44.9427,,15,,,-34.2,-3.8,34.41046352,,,,,,,,,16.345,0.102,15.661,0.117,15.015,0.117,,,,,,,0.05,0.01,18.68,0.02,14.324,0.027,14.106,0.041,12.686,0.51,9.163,,,,,,,,,,,,21.24000061,19.19999977,18.04600031
2MASS J13184794+1736117,199.6998,17.6032,L5.5,15.5,,,-102.8,9.8,103.2660641,,,,,,,,,16.341,0.101,15.227,0.06,14.533,0.06,,,,,,,0.06,0.02,18.68,0.03,13.913,0.025,13.528,0.032,12.366,,8.844,,17.572,0.113,16.276,0.101,15.311,0.06,14.505,0.06,,,20.93999947,19.16999908,18.04600031
SDSSp J175032.96+175903.9,267.6372,17.9844,T3.5,23.5,22.2,1.5,182.3,72.8,196.2985736,,,,,,,,,16.34,0.101,15.952,0.189,15.478,0.189,,,,,,,,0.07,18.68,0.03,15.747,0.042,14.543,0.044,12.468,,8.642,,17.19,0.05,16.16,0.02,15.94,0.05,16.02,0.05,,,,19.75999924,18.04600031
2MASS J00550564+0134365,13.7736,1.5769,L1.0: VL-G,12,,,71.1,-54.4,89.52413083,,,,,,,,,16.436,0.114,15.27,0.075,14.438,0.069,,,,,,,0.06,0.02,18.67,0.03,13.708,0.026,13.252,0.031,11.771,,8.36,,17.71,0.021,16.368,0.013,15.287,0.01,14.396,0.007,,,20.90000046,19.15000053,18.03600008
PSO J115.0659+59.0473,115.066,59.0473,M9.5,9.5,,,-8,-31.6,32.59693237,,,,,,,,,,,,,,,,,,,,,0.04,0.01,18.67,0.02,15.339,0.038,14.986,0.067,12.563,,8.92,,17.77,0.066,16.756,0.036,16.128,0.038,15.556,0.032,,,20.88,19.05000015,18.03600008
ULAS J122325.69+044827.6,185.8571,4.8077,L5,15,,,-26.4,-28.8,39.06916943,,,,,,,,,16.332,0.122,15.364,0.126,14.84,0.126,,,,,,,0.03,0.04,18.67,0.01,14.02,0.027,13.741,0.043,11.862,,8.76,,17.681,0.02,16.372,0.01,15.448,0.009,14.651,0.008,,,21.07000053,19.13000008,18.03600008
SDSS J173101.41+531047.9,262.7559,53.18,L6:,16,,,62.5,165.5,176.9081683,,,,,,,,,16.374,0.11,15.484,0.142,14.854,0.142,,,,,,,0.04,0.04,18.67,0.02,14.092,0.025,13.731,0.027,12.868,0.355,9.607,,17.592,0.122,16.29,0.11,15.569,0.142,14.83,0.142,,,20.99000061,19.19999977,18.03600008
PSO J088.0452+43.2123,88.0452,43.2125,L4 pec,14,,,4.4,-77.9,78.02416292,,,,,,,,,16.374,0.088,15.483,0.079,14.865,0.079,,,,,,,0.05,0.02,18.66,0.02,,,,,,,,,17.553,0.058,16.292,0.025,15.523,0.019,14.796,0.029,,,20.82000053,19.15000053,18.02599985
SDSS J001608.44-004302.3,4.0352,-0.7174,L5.5,15.5,,,133.1,-25,135.4275083,,,,,,,,,16.326,0.116,15.229,0.09,14.541,0.09,,,,,,,0.03,0.03,18.65,0.02,13.838,0.026,13.39,0.032,11.829,,8.848,,17.697,0.02,16.305,0.01,15.336,0.008,14.512,0.007,,,20.67999924,19.08999916,18.01599962
2MASSI J0328426+230205,52.1776,23.0348,L9.5,18,30,4,25.8,-70.9,75.44832669,,,,,,,,,16.693,0.14,15.547,0.113,14.916,0.113,,,,,,,,0.03,18.65,0.02,14.133,0.028,13.601,0.038,12.117,,8.837,,17.609,0.02,16.506,0.014,15.47,0.03,14.955,0.009,,,,19.30000015,18.01599962
2MASSW J0820299+450031,125.1249,45.0087,L4.5::,15,32,4,-119.8,-321.2,342.8140604,,,,,,,,,16.279,0.108,15,0.066,14.218,0.066,,,,,,,0.18,0.04,18.65,0.05,13.541,0.024,13.226,0.029,12.141,0.416,9.053,,17.641,0.056,16.24,0.02,15.127,0.054,14.239,0.054,,,20.98000038,19.19999977,18.01599962
PSO J341.7509-15.1075,341.7507,-15.1077,L5 FLD-G,15,,,57.8,51.9,77.68172243,,,,,,,,,16.407,0.091,15.402,0.112,14.832,0.112,,,,,,0.19,0.04,0.04,18.65,0.03,14.23,0.029,13.774,0.039,12.616,,8.899,,17.732,0.055,16.429,0.021,15.552,0.017,14.781,0.054,,23.04999908,21.08000076,19.14000031,18.01599962
Hya09,71.6473,14.8572,,12,,,78.6,-29.5,83.95361815,,,,,,,,,16.679,0.123,15.285,0.089,14.515,0.089,,,,,,,0.05,0.02,18.64,0.03,13.942,0.028,13.563,0.034,12.193,0.411,8.965,,17.908,0.133,16.614,0.123,15.363,0.089,14.604,0.007,,,20.85999954,19.08000084,18.00599939
2MASS J10595185+3042059,164.9658,30.7012,T4,24,25.6,2,-237.6,-549,598.2096288,,,,,,,,,16.195,0.089,15.766,0.181,15.56,0.181,,,,,,,,0.07,18.64,0.02,15.682,0.045,14.286,0.045,11.958,,9.11,,17.184,0.055,16.02,0.02,15.932,0.054,15.854,0.055,,,,19.89000031,18.00599939
SDSS J142612.86+313039.4,216.5538,31.5111,L4.0::,14,,,-96.8,-133.3,164.7395824,,,,,,,,,16.623,0.158,15.593,0.09,14.722,0.09,,,,,,,0.02,0.02,18.64,0.03,14.29,0.027,13.999,0.035,12.702,,9.121,,17.802,0.166,16.554,0.158,15.679,0.09,14.705,0.09,,,20.90000046,19.07000061,18.00599939
PSO J023.8557+02.0884,23.8555,2.0898,L9.5,19.5,,,99.4,-464.6,475.1142178,,,,,,,,,16.622,0.129,15.481,0.117,15.123,0.117,,,,,,,,0.02,18.63,0.02,14.283,0.028,13.883,0.04,11.659,,8.965,,17.548,0.022,16.476,0.015,15.659,0.014,14.994,0.012,,,,19.10999962,17.99599916
SDSSp J030136.53+002057.9,45.4022,0.3494,,11,,,65.4,-67.6,94.05806717,,,,,,,,,16.882,0.19,16.326,0.278,15.619,,,,,,,,0.03,0.02,18.63,0.03,15.516,0.04,15.253,0.081,12.524,,9.213,,17.806,0.024,16.877,0.016,16.387,0.024,15.819,0.029,,,20.61999977,19.03999992,17.99599916
SDSSp J134646.45-003150.4,206.6934,-0.5307,T6.5,26.5,14.5,0.5,-492.9,-115.1,506.1604686,,,,,,,,,16,0.102,15.459,0.274,15.772,0.274,,,,,,,,0,18.63,0.03,15.398,0.038,13.632,0.034,11.921,0.239,9.074,,16.795,0.01,15.641,0.006,15.973,0.011,15.961,0.021,,,,19.80000015,17.99599916
SDSS J175024.01+422237.8,267.5993,42.3771,T2,22,31.3,2.9,-46.9,73,86.76756306,,,,,,,,,16.467,0.101,15.415,0.168,15.482,0.168,,,,,,,,0.04,18.63,0.02,14.771,0.029,13.955,0.032,12.917,0.501,9.406,,17.363,0.055,16.17,0.02,15.607,0.054,15.252,0.054,,,,19.65000053,17.99599916
WISEA J000430.66-260402.3,1.1278,-26.0666,T2 (blue),22,30,5,,,,,,,,,,,,,,,,,,,,,,,,,0.03,18.62,0.03,15.211,0.038,14.127,0.044,12.519,,9.072,,17.282,0.057,16.18,0.02,15.833,0.056,15.574,0.055,,,,19.58000084,17.98600084
WISE J004542.56+361139.1,11.4276,36.1947,T5,25,18.9,1.8,-102.6,-149.4,181.2377444,,,,,,,,,16.145,0.078,16.036,0.199,15.798,0.199,,,,,,,,0.04,18.62,0.02,15.317,0.036,13.734,0.032,12.65,0.457,8.806,,16.81,0.054,15.91,0.02,16.13,0.054,16.073,0.054,,,,19.81000038,17.98600084
SDSS J020608.97+223559.2,31.537,22.5998,L4.5 blue,14.5,,,381,-58.9,385.5258876,,,,,,,,,16.556,0.111,15.538,0.133,15.162,0.133,,,,,,,0.15,0.03,18.62,0.02,14.265,0.028,13.816,0.04,12.54,,8.819,,17.656,0.125,16.467,0.111,15.61,0.133,15.152,0.133,,,21.20999992,19.13000008,17.98600084
PSO J330.3214+32.3686,330.3211,32.3683,T2.5,22.5,32,5,102.2,62.3,119.6918126,,,,,,,,,,,,,,,,,,,,,,0.05,18.62,0.02,14.69,0.029,13.707,0.035,12.633,0.502,9.062,,17.24,0.055,16.2,0.02,15.628,0.044,15.408,0.054,,,,19.41000076,17.98600084
PSO J005.6302-06.8669,5.6307,-6.8671,T3,23,32,3,,,,,,,,,,,,16.239,0.086,15.575,0.138,15.097,0.138,,,,,,,,0.02,18.61,0.03,14.465,0.03,13.683,0.035,12.308,0.442,8.828,,17.248,0.055,16.1,0.02,15.686,0.054,15.146,0.054,,,,19.57000061,17.97600061
PSO J049.1159+26.8409,49.115,26.8411,T2.5,22.5,29.4,2.6,208.5,-30.9,210.7772758,,,,,,,,,,,,,,,,,,,,,,0.02,18.61,0.02,14.98,0.035,13.934,0.04,11.941,,8.828,,17.172,0.054,16.113,0.02,15.818,0.023,15.498,0.054,,,,19.52999969,17.97600061
SDSS J114251.67+640019.9,175.7154,64.0056,,10,,,-4.8,5.8,7.52861209,,,,,,,,,16.601,0.121,16.189,0.19,15.762,0.246,,,,,,,0.02,0.01,18.61,0.01,15.228,0.034,15.051,0.061,12.603,,8.954,,,,,,,,,,,,20.28999985,18.80000015,17.97600061
SDSS J152103.24+013142.7,230.2635,1.5285,T3,23,23,3,-193.8,53.4,201.0223868,,,,,,,,,16.399,0.102,15.576,0.171,15.347,0.171,,,,,,,,0.04,18.61,0.02,14.905,0.032,13.936,0.041,12.225,0.263,9.155,,17.339,0.018,16.097,0.01,15.679,0.009,15.568,0.015,,,,19.76999947,17.97600061
LSPM J0632+5053B,98.2021,50.8931,L1.5,11.5,,,48.5,-143.8,151.7586571,,,,,,,,,16.383,0.108,15.421,0.122,15.171,0.122,,,,,,,0.03,0.03,18.6,0.02,14.926,0.036,14.798,0.073,12.708,,9.159,,17.738,0.058,16.612,0.027,15.864,0.022,15.172,0.058,,,20.58999908,19.02999969,17.96600038
